,customer_id,customer_name,phone_number,message,extracted_date
22721,76,Katherine Zavala,9855970996,"Greetings, Your SIP of 21/04/2025 for Rs.2715.29 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 36.110.subject to realisation.Mirae Asset MF",2025-04-21
22723,76,Katherine Zavala,9855970996,Spent Rs.13530 On HDFC Bank Card 1347 At COLEMAN AND SONS. On 2025-05-04:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2025-05-04
22746,77,Erin Phillips,9889387414,"Greetings, Your SIP of 26/05/2024 for Rs.3689.64 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 13.929.subject to realisation.Mirae Asset MF",2024-05-26
22748,77,Erin Phillips,9889387414,"Spent Rs.7410 On Axis Bank Card 5612 At DAVIDSON, SHERMAN AND DAVIS. On 2024-05-27:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808",2024-05-27
22750,77,Erin Phillips,9889387414,"Alert! Premium of Rs. 14570.78 due on 25/05/2024 for your Tata AIA Life Insurance Policy U184181586 will be debited from your Axis Bank, account number XXXXXXXXXXXX5829. Kindly maintain sufficient balance in your account. For any assistance call us on 18602669966.",2024-05-25
22772,77,Erin Phillips,9889387414,"Greetings, Your SIP of 25/06/2024 for Rs.2807.13 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 13.362.subject to realisation.Mirae Asset MF",2024-06-25
22773,77,Erin Phillips,9889387414,Spent Rs.7025 On Axis Bank Card 5612 At JONES-BYRD. On 2024-06-26:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808,2024-06-26
22796,77,Erin Phillips,9889387414,"Greetings, Your SIP of 25/07/2024 for Rs.2619.22 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 20.206.subject to realisation.Mirae Asset MF",2024-07-25
22798,77,Erin Phillips,9889387414,Spent Rs.1158 On Axis Bank Card 5612 At MORA-MUNOZ. On 2024-07-26:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808,2024-07-26
22821,77,Erin Phillips,9889387414,"Greetings, Your SIP of 24/08/2024 for Rs.4735.64 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 28.406.subject to realisation.Mirae Asset MF",2024-08-24
22822,77,Erin Phillips,9889387414,"Spent Rs.826 On Axis Bank Card 5612 At SANCHEZ, ADAMS AND GALLAGHER. On 2024-08-29:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808",2024-08-29
22845,77,Erin Phillips,9889387414,"Greetings, Your SIP of 23/09/2024 for Rs.1690.7 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 25.414.subject to realisation.Mirae Asset MF",2024-09-23
22847,77,Erin Phillips,9889387414,"Spent Rs.3186 On Axis Bank Card 5612 At FLOYD, ANDREWS AND WILSON. On 2024-10-07:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808",2024-10-07
22870,77,Erin Phillips,9889387414,"Greetings, Your SIP of 23/10/2024 for Rs.780.53 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 29.536.subject to realisation.Mirae Asset MF",2024-10-23
22872,77,Erin Phillips,9889387414,Spent Rs.7567 On Axis Bank Card 5612 At WILLIS-CAMACHO. On 2024-11-01:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808,2024-11-01
22895,77,Erin Phillips,9889387414,"Greetings, Your SIP of 22/11/2024 for Rs.2852.23 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 43.055.subject to realisation.Mirae Asset MF",2024-11-22
22897,77,Erin Phillips,9889387414,"Spent Rs.5580 On Axis Bank Card 5612 At PECK, CHRISTENSEN AND SANCHEZ. On 2024-11-26:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808",2024-11-26
22899,77,Erin Phillips,9889387414,"Alert! Premium of Rs. 42579.76 due on 21/11/2024 for your Tata AIA Life Insurance Policy U184181586 will be debited from your Axis Bank, account number XXXXXXXXXXXX5829. Kindly maintain sufficient balance in your account. For any assistance call us on 18602669966.",2024-11-21
22921,77,Erin Phillips,9889387414,"Greetings, Your SIP of 22/12/2024 for Rs.3058.86 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 35.970.subject to realisation.Mirae Asset MF",2024-12-22
22922,77,Erin Phillips,9889387414,Spent Rs.13920 On Axis Bank Card 5612 At PARKS LLC. On 2024-12-22:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808,2024-12-22
22945,77,Erin Phillips,9889387414,"Greetings, Your SIP of 21/01/2025 for Rs.2560.37 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 48.825.subject to realisation.Mirae Asset MF",2025-01-21
22947,77,Erin Phillips,9889387414,"Spent Rs.7473 On Axis Bank Card 5612 At YOUNG, MIRANDA AND WALLACE. On 2025-01-20:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808",2025-01-20
22970,77,Erin Phillips,9889387414,"Greetings, Your SIP of 20/02/2025 for Rs.3532.21 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 45.560.subject to realisation.Mirae Asset MF",2025-02-20
22971,77,Erin Phillips,9889387414,Spent Rs.6759 On Axis Bank Card 5612 At BALDWIN-HUBBARD. On 2025-02-22:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808,2025-02-22
22994,77,Erin Phillips,9889387414,"Greetings, Your SIP of 22/03/2025 for Rs.1190.43 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 23.186.subject to realisation.Mirae Asset MF",2025-03-22
22996,77,Erin Phillips,9889387414,Spent Rs.10080 On Axis Bank Card 5612 At HERNANDEZ-BRADSHAW. On 2025-03-21:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808,2025-03-21
23019,77,Erin Phillips,9889387414,"Greetings, Your SIP of 21/04/2025 for Rs.4832.44 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 17.210.subject to realisation.Mirae Asset MF",2025-04-21
23021,77,Erin Phillips,9889387414,"Spent Rs.10687 On Axis Bank Card 5612 At DIAZ, THOMPSON AND ROGERS. On 2025-04-27:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808",2025-04-27
23044,78,Charlotte Munoz,9513044568,"Greetings, Your SIP of 26/05/2024 for Rs.4642.17 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 39.958.subject to realisation.Mirae Asset MF",2024-05-26
23046,78,Charlotte Munoz,9513044568,Spent Rs.10767 On SBI Card 1347 At GONZALEZ-BERRY. On 2024-05-28:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2024-05-28
23048,78,Charlotte Munoz,9513044568,"Alert! Premium of Rs. 14006.49 due on 25/05/2024 for your Tata AIA Life Insurance Policy U184181586 will be debited from your SBI, account number XXXXXXXXXXXX5829. Kindly maintain sufficient balance in your account. For any assistance call us on 18602669966.",2024-05-25
23070,78,Charlotte Munoz,9513044568,"Greetings, Your SIP of 25/06/2024 for Rs.4672.76 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 28.277.subject to realisation.Mirae Asset MF",2024-06-25
23071,78,Charlotte Munoz,9513044568,"Spent Rs.10824 On SBI Card 1347 At ANDERSON, JONES AND WOODS. On 2024-07-09:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808",2024-07-09
23094,78,Charlotte Munoz,9513044568,"Greetings, Your SIP of 25/07/2024 for Rs.4913.32 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 29.434.subject to realisation.Mirae Asset MF",2024-07-25
23096,78,Charlotte Munoz,9513044568,Spent Rs.14048 On SBI Card 1347 At BAKER AND SONS. On 2024-08-02:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2024-08-02
23119,78,Charlotte Munoz,9513044568,"Greetings, Your SIP of 24/08/2024 for Rs.4696.02 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 14.752.subject to realisation.Mirae Asset MF",2024-08-24
23120,78,Charlotte Munoz,9513044568,"Spent Rs.786 On SBI Card 1347 At FARMER, ARMSTRONG AND BAILEY. On 2024-09-06:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808",2024-09-06
23143,78,Charlotte Munoz,9513044568,"Greetings, Your SIP of 23/09/2024 for Rs.4394.9 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 46.723.subject to realisation.Mirae Asset MF",2024-09-23
23145,78,Charlotte Munoz,9513044568,"Spent Rs.4468 On SBI Card 1347 At HOWARD, PAGE AND LIU. On 2024-10-05:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808",2024-10-05
23168,78,Charlotte Munoz,9513044568,"Greetings, Your SIP of 23/10/2024 for Rs.3434.5 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 25.441.subject to realisation.Mirae Asset MF",2024-10-23
23169,78,Charlotte Munoz,9513044568,"Spent Rs.11820 On SBI Card 1347 At SHEPHERD, GRIMES AND MASON. On 2024-10-26:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808",2024-10-26
23192,78,Charlotte Munoz,9513044568,"Greetings, Your SIP of 22/11/2024 for Rs.4942.96 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 37.902.subject to realisation.Mirae Asset MF",2024-11-22
23194,78,Charlotte Munoz,9513044568,Spent Rs.4108 On SBI Card 1347 At ADAMS LLC. On 2024-12-01:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2024-12-01
23196,78,Charlotte Munoz,9513044568,"Alert! Premium of Rs. 11453.21 due on 21/11/2024 for your Tata AIA Life Insurance Policy U184181586 will be debited from your SBI, account number XXXXXXXXXXXX5829. Kindly maintain sufficient balance in your account. For any assistance call us on 18602669966.",2024-11-21
23218,78,Charlotte Munoz,9513044568,"Greetings, Your SIP of 22/12/2024 for Rs.3077.57 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 36.245.subject to realisation.Mirae Asset MF",2024-12-22
23220,78,Charlotte Munoz,9513044568,Spent Rs.8332 On SBI Card 1347 At NOBLE INC. On 2025-01-04:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2025-01-04
23243,78,Charlotte Munoz,9513044568,"Greetings, Your SIP of 21/01/2025 for Rs.2466.75 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 42.704.subject to realisation.Mirae Asset MF",2025-01-21
23245,78,Charlotte Munoz,9513044568,"Spent Rs.13360 On SBI Card 1347 At SIMPSON, FRENCH AND JENKINS. On 2025-01-29:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808",2025-01-29
23268,78,Charlotte Munoz,9513044568,"Greetings, Your SIP of 20/02/2025 for Rs.4225.04 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 17.730.subject to realisation.Mirae Asset MF",2025-02-20
23270,78,Charlotte Munoz,9513044568,"Spent Rs.3055 On SBI Card 1347 At JACKSON, JOHNSON AND WADE. On 2025-03-03:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808",2025-03-03
23293,78,Charlotte Munoz,9513044568,"Greetings, Your SIP of 22/03/2025 for Rs.3753.02 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 12.124.subject to realisation.Mirae Asset MF",2025-03-22
23295,78,Charlotte Munoz,9513044568,Spent Rs.8788 On SBI Card 1347 At MEYER AND SONS. On 2025-03-29:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2025-03-29
23318,78,Charlotte Munoz,9513044568,"Greetings, Your SIP of 21/04/2025 for Rs.2904.67 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 21.020.subject to realisation.Mirae Asset MF",2025-04-21
23320,78,Charlotte Munoz,9513044568,Spent Rs.8861 On SBI Card 1347 At BROWN-GARDNER. On 2025-04-28:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2025-04-28
23343,79,Maria Matthews,9012145099,"Greetings, Your SIP of 26/05/2024 for Rs.1665.36 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 10.895.subject to realisation.Mirae Asset MF",2024-05-26
23345,79,Maria Matthews,9012145099,"Spent Rs.8440 On Axis Bank Card 0897 At POLLARD, PETERSON AND WHITE. On 2024-06-04:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808",2024-06-04
23347,79,Maria Matthews,9012145099,"Alert! Premium of Rs. 47937.65 due on 25/05/2024 for your Tata AIA Life Insurance Policy U184181586 will be debited from your Axis Bank, account number XXXXXXXXXXXX5829. Kindly maintain sufficient balance in your account. For any assistance call us on 18602669966.",2024-05-25
23369,79,Maria Matthews,9012145099,"Greetings, Your SIP of 25/06/2024 for Rs.820.59 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 32.203.subject to realisation.Mirae Asset MF",2024-06-25
23370,79,Maria Matthews,9012145099,"Spent Rs.10085 On Axis Bank Card 0897 At MARTINEZ, TURNER AND PETERSON. On 2024-06-28:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808",2024-06-28
23393,79,Maria Matthews,9012145099,"Greetings, Your SIP of 25/07/2024 for Rs.3367.49 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 18.279.subject to realisation.Mirae Asset MF",2024-07-25
23395,79,Maria Matthews,9012145099,"Spent Rs.918 On Axis Bank Card 0897 At CARPENTER, BROWN AND WOODS. On 2024-07-29:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808",2024-07-29
23418,79,Maria Matthews,9012145099,"Greetings, Your SIP of 24/08/2024 for Rs.2973.6 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 42.663.subject to realisation.Mirae Asset MF",2024-08-24
23420,79,Maria Matthews,9012145099,"Spent Rs.12076 On Axis Bank Card 0897 At HOOD, JONES AND HERNANDEZ. On 2024-09-02:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808",2024-09-02
23443,79,Maria Matthews,9012145099,"Greetings, Your SIP of 23/09/2024 for Rs.3825.92 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 38.138.subject to realisation.Mirae Asset MF",2024-09-23
23445,79,Maria Matthews,9012145099,Spent Rs.6189 On Axis Bank Card 0897 At DURAN-ROMERO. On 2024-09-27:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808,2024-09-27
23468,79,Maria Matthews,9012145099,"Greetings, Your SIP of 23/10/2024 for Rs.1994.89 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 17.939.subject to realisation.Mirae Asset MF",2024-10-23
23469,79,Maria Matthews,9012145099,"Spent Rs.10997 On Axis Bank Card 0897 At WILLIAMS, MOORE AND WAGNER. On 2024-11-03:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808",2024-11-03
23492,79,Maria Matthews,9012145099,"Greetings, Your SIP of 22/11/2024 for Rs.1124.81 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 10.324.subject to realisation.Mirae Asset MF",2024-11-22
23494,79,Maria Matthews,9012145099,Spent Rs.3357 On Axis Bank Card 0897 At WOLFE AND SONS. On 2024-11-21:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808,2024-11-21
23496,79,Maria Matthews,9012145099,"Alert! Premium of Rs. 10652.60 due on 21/11/2024 for your Tata AIA Life Insurance Policy U184181586 will be debited from your Axis Bank, account number XXXXXXXXXXXX5829. Kindly maintain sufficient balance in your account. For any assistance call us on 18602669966.",2024-11-21
23518,79,Maria Matthews,9012145099,"Greetings, Your SIP of 22/12/2024 for Rs.1502.41 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 39.905.subject to realisation.Mirae Asset MF",2024-12-22
23520,79,Maria Matthews,9012145099,Spent Rs.1458 On Axis Bank Card 0897 At WOODS GROUP. On 2024-12-31:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808,2024-12-31
23543,79,Maria Matthews,9012145099,"Greetings, Your SIP of 21/01/2025 for Rs.4877.58 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 28.013.subject to realisation.Mirae Asset MF",2025-01-21
23545,79,Maria Matthews,9012145099,Spent Rs.5430 On Axis Bank Card 0897 At VILLANUEVA AND SONS. On 2025-01-27:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808,2025-01-27
23568,79,Maria Matthews,9012145099,"Greetings, Your SIP of 20/02/2025 for Rs.574.15 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 46.535.subject to realisation.Mirae Asset MF",2025-02-20
23569,79,Maria Matthews,9012145099,Spent Rs.11871 On Axis Bank Card 0897 At ROBERTSON LTD. On 2025-03-02:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808,2025-03-02
23592,79,Maria Matthews,9012145099,"Greetings, Your SIP of 22/03/2025 for Rs.1137.39 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 26.580.subject to realisation.Mirae Asset MF",2025-03-22
23594,79,Maria Matthews,9012145099,Spent Rs.6891 On Axis Bank Card 0897 At RANDOLPH INC. On 2025-03-30:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808,2025-03-30
23617,79,Maria Matthews,9012145099,"Greetings, Your SIP of 21/04/2025 for Rs.1581.0 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 18.391.subject to realisation.Mirae Asset MF",2025-04-21
23618,79,Maria Matthews,9012145099,Spent Rs.2888 On Axis Bank Card 0897 At VARGAS-SMITH. On 2025-04-30:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808,2025-04-30
23641,80,Christian Mcbride,9182992000,"Greetings, Your SIP of 26/05/2024 for Rs.1599.89 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 29.963.subject to realisation.Mirae Asset MF",2024-05-26
23643,80,Christian Mcbride,9182992000,Spent Rs.6691 On Axis Bank Card 0897 At WILLIAMS-WILLIAMS. On 2024-06-03:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808,2024-06-03
23645,80,Christian Mcbride,9182992000,"Alert! Premium of Rs. 47287.83 due on 25/05/2024 for your Tata AIA Life Insurance Policy U184181586 will be debited from your Axis Bank, account number XXXXXXXXXXXX5829. Kindly maintain sufficient balance in your account. For any assistance call us on 18602669966.",2024-05-25
23667,80,Christian Mcbride,9182992000,"Greetings, Your SIP of 25/06/2024 for Rs.4232.28 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 15.248.subject to realisation.Mirae Asset MF",2024-06-25
23668,80,Christian Mcbride,9182992000,"Spent Rs.9213 On Axis Bank Card 0897 At MCGRATH, FISHER AND WILSON. On 2024-07-02:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808",2024-07-02
23691,80,Christian Mcbride,9182992000,"Greetings, Your SIP of 25/07/2024 for Rs.3138.3 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 33.578.subject to realisation.Mirae Asset MF",2024-07-25
23693,80,Christian Mcbride,9182992000,"Spent Rs.11086 On Axis Bank Card 0897 At GUZMAN, JOHNSON AND RIOS. On 2024-07-31:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808",2024-07-31
23716,80,Christian Mcbride,9182992000,"Greetings, Your SIP of 24/08/2024 for Rs.3802.5 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 43.807.subject to realisation.Mirae Asset MF",2024-08-24
23718,80,Christian Mcbride,9182992000,Spent Rs.9286 On Axis Bank Card 0897 At MENDEZ-DIXON. On 2024-09-04:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808,2024-09-04
23741,80,Christian Mcbride,9182992000,"Greetings, Your SIP of 23/09/2024 for Rs.4457.38 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 47.333.subject to realisation.Mirae Asset MF",2024-09-23
23743,80,Christian Mcbride,9182992000,"Spent Rs.12480 On Axis Bank Card 0897 At MORALES, FRAZIER AND VASQUEZ. On 2024-10-03:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808",2024-10-03
23766,80,Christian Mcbride,9182992000,"Greetings, Your SIP of 23/10/2024 for Rs.4918.49 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 43.888.subject to realisation.Mirae Asset MF",2024-10-23
23768,80,Christian Mcbride,9182992000,Spent Rs.11028 On Axis Bank Card 0897 At MURRAY-MOORE. On 2024-10-30:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808,2024-10-30
23791,80,Christian Mcbride,9182992000,"Greetings, Your SIP of 22/11/2024 for Rs.3823.24 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 49.743.subject to realisation.Mirae Asset MF",2024-11-22
23793,80,Christian Mcbride,9182992000,"Spent Rs.3465 On Axis Bank Card 0897 At BENSON, HENDRICKS AND ROWE. On 2024-11-21:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808",2024-11-21
23795,80,Christian Mcbride,9182992000,"Alert! Premium of Rs. 15769.18 due on 21/11/2024 for your Tata AIA Life Insurance Policy U184181586 will be debited from your Axis Bank, account number XXXXXXXXXXXX5829. Kindly maintain sufficient balance in your account. For any assistance call us on 18602669966.",2024-11-21
23817,80,Christian Mcbride,9182992000,"Greetings, Your SIP of 22/12/2024 for Rs.4535.46 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 24.512.subject to realisation.Mirae Asset MF",2024-12-22
23819,80,Christian Mcbride,9182992000,Spent Rs.11908 On Axis Bank Card 0897 At COLE-HARPER. On 2024-12-31:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808,2024-12-31
23842,80,Christian Mcbride,9182992000,"Greetings, Your SIP of 21/01/2025 for Rs.2611.51 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 27.416.subject to realisation.Mirae Asset MF",2025-01-21
23844,80,Christian Mcbride,9182992000,Spent Rs.11726 On Axis Bank Card 0897 At PEREZ-POTTER. On 2025-01-26:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808,2025-01-26
23867,80,Christian Mcbride,9182992000,"Greetings, Your SIP of 20/02/2025 for Rs.1652.15 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 36.988.subject to realisation.Mirae Asset MF",2025-02-20
23868,80,Christian Mcbride,9182992000,"Spent Rs.1074 On Axis Bank Card 0897 At TORRES, BROWNING AND MILLER. On 2025-03-06:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808",2025-03-06
23891,80,Christian Mcbride,9182992000,"Greetings, Your SIP of 22/03/2025 for Rs.530.57 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 46.161.subject to realisation.Mirae Asset MF",2025-03-22
23893,80,Christian Mcbride,9182992000,Spent Rs.14305 On Axis Bank Card 0897 At MORALES LTD. On 2025-03-21:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808,2025-03-21
23916,80,Christian Mcbride,9182992000,"Greetings, Your SIP of 21/04/2025 for Rs.1789.91 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 37.305.subject to realisation.Mirae Asset MF",2025-04-21
23917,80,Christian Mcbride,9182992000,Spent Rs.11480 On Axis Bank Card 0897 At WASHINGTON GROUP. On 2025-04-26:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808,2025-04-26
23940,81,Jordan Gould,9298120022,"Greetings, Your SIP of 26/05/2024 for Rs.4975.38 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 11.559.subject to realisation.Mirae Asset MF",2024-05-26
23942,81,Jordan Gould,9298120022,Spent Rs.14690 On IDBI Bank Card 4219 At HALL AND SONS. On 2024-06-02:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 4219 to 7308080808,2024-06-02
23944,81,Jordan Gould,9298120022,"Alert! Premium of Rs. 48439.48 due on 25/05/2024 for your Tata AIA Life Insurance Policy U184181586 will be debited from your IDBI Bank, account number XXXXXXXXXXXX5829. Kindly maintain sufficient balance in your account. For any assistance call us on 18602669966.",2024-05-25
23966,81,Jordan Gould,9298120022,"Greetings, Your SIP of 25/06/2024 for Rs.4065.38 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 39.678.subject to realisation.Mirae Asset MF",2024-06-25
23967,81,Jordan Gould,9298120022,Spent Rs.2623 On IDBI Bank Card 4219 At DANIEL LLC. On 2024-07-06:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 4219 to 7308080808,2024-07-06
23990,81,Jordan Gould,9298120022,"Greetings, Your SIP of 25/07/2024 for Rs.3010.61 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 27.059.subject to realisation.Mirae Asset MF",2024-07-25
23992,81,Jordan Gould,9298120022,"Spent Rs.3761 On IDBI Bank Card 4219 At HENSON, OROZCO AND NELSON. On 2024-08-03:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 4219 to 7308080808",2024-08-03
24015,81,Jordan Gould,9298120022,"Greetings, Your SIP of 24/08/2024 for Rs.4714.17 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 25.304.subject to realisation.Mirae Asset MF",2024-08-24
24017,81,Jordan Gould,9298120022,"Spent Rs.9595 On IDBI Bank Card 4219 At FRANCO, ROMERO AND ROBINSON. On 2024-09-03:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 4219 to 7308080808",2024-09-03
